competition,date,weight,contest_code,winner,white,blue,country_white,country_blue,time_seconds,technique,score_type,tag_group
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0033,KRPALEK Lukas,GAMZATKHANOV Dzhamal,KRPALEK Lukas,Azerbaijan,Czechia,194.10,Tate-shiho-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0033,KRPALEK Lukas,GAMZATKHANOV Dzhamal,KRPALEK Lukas,Azerbaijan,Czechia,194.10,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0034,DUDINA Kristina,AZAK Merve,DUDINA Kristina,Türkiye,Russian Federation,31.77,Seoi-nage,Waza-ari,33
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0034,DUDINA Kristina,AZAK Merve,DUDINA Kristina,Türkiye,Russian Federation,47.72,Sode-guruma-jime,Ippon,27
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0034,PERNA Kenya,PERNA Kenya,YU Jiayu,Italy,People's Republic of China,62.21,O-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0034,PERNA Kenya,PERNA Kenya,YU Jiayu,Italy,People's Republic of China,78.27,Yoko-shiho-gatame,No score,25
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0034,PERNA Kenya,PERNA Kenya,YU Jiayu,Italy,People's Republic of China,78.27,Osaekomi,No score,124
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0034,PERNA Kenya,PERNA Kenya,YU Jiayu,Italy,People's Republic of China,102.26,Kuzure-kami-shiho-gatame,No score,25
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0034,PERNA Kenya,PERNA Kenya,YU Jiayu,Italy,People's Republic of China,102.26,Osaekomi,No score,124
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0034,PERNA Kenya,PERNA Kenya,YU Jiayu,Italy,People's Republic of China,126.01,Kuzure-kami-shiho-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0034,PERNA Kenya,PERNA Kenya,YU Jiayu,Italy,People's Republic of China,126.01,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0034,LEOPOLD Maya,SIENNICKA Karolina,LEOPOLD Maya,Poland,Uruguay,211.97,Ko-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0034,LEOPOLD Maya,SIENNICKA Karolina,LEOPOLD Maya,Poland,Uruguay,229.02,Ko-soto-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0034,LEOPOLD Maya,SIENNICKA Karolina,LEOPOLD Maya,Poland,Uruguay,257.26,Defensive-Posture,Shido,112
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0034,STOLZE Friederike,STOLZE Friederike,OBERAN Iva,Germany,Croatia,633.33,Tani-otoshi,Yuko,35
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0034,YULDOSHOVA Shirinjon,YULDOSHOVA Shirinjon,URAN-ULZII Anujin,Uzbekistan,Mongolia,314.51,O-uchi-gari,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0034,NGELEBEYA Liz,KODIROVA Barchinoy,NGELEBEYA Liz,Uzbekistan,France,56.91,De-ashi-harai,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0034,NGELEBEYA Liz,KODIROVA Barchinoy,NGELEBEYA Liz,Uzbekistan,France,167.46,Hold-Trouser-Leg,Shido,113
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0034,NGELEBEYA Liz,KODIROVA Barchinoy,NGELEBEYA Liz,Uzbekistan,France,298.25,Tate-shiho-gatame,Waza-ari,25
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0034,NGELEBEYA Liz,KODIROVA Barchinoy,NGELEBEYA Liz,Uzbekistan,France,298.25,Osaekomi,Waza-ari,124
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0034,AYIMAN Jinesinuer,MISHINER Yuli Alma,AYIMAN Jinesinuer,Israel,People's Republic of China,502.79,Outside-Contest-Area,HSK (3rd shido),112
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0034,SMETOV Yeldos,SUN Jiahao,SMETOV Yeldos,People's Republic of China,Kazakhstan,62.04,Ko-uchi-gari,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0034,SMETOV Yeldos,SUN Jiahao,SMETOV Yeldos,People's Republic of China,Kazakhstan,98.01,Squeeze head with legs,Shido,113
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0034,SMETOV Yeldos,SUN Jiahao,SMETOV Yeldos,People's Republic of China,Kazakhstan,179.77,Seoi-nage,Waza-ari-awasete-ippon,33
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0034,CHRISTODOULIDES Petros,CHRISTODOULIDES Petros,BABATOV Islam,Cyprus,Russian Federation,220.01,Yoko-shiho-gatame,No score,25
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0034,CHRISTODOULIDES Petros,CHRISTODOULIDES Petros,BABATOV Islam,Cyprus,Russian Federation,220.01,Osaekomi,No score,124
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0034,CHRISTODOULIDES Petros,CHRISTODOULIDES Petros,BABATOV Islam,Cyprus,Russian Federation,343.51,Hold-Trouser-Leg,Shido,113
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0034,CHRISTODOULIDES Petros,CHRISTODOULIDES Petros,BABATOV Islam,Cyprus,Russian Federation,385.17,Cancel Yuko,No score,123
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0034,CHRISTODOULIDES Petros,CHRISTODOULIDES Petros,BABATOV Islam,Cyprus,Russian Federation,385.17,Uchi-mata,No score,29
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0034,CHRISTODOULIDES Petros,CHRISTODOULIDES Petros,BABATOV Islam,Cyprus,Russian Federation,477.77,Soto-makikomi,Yuko,35
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0034,DZHAMALOV Nurmagomed,NAIRNE Ethan,DZHAMALOV Nurmagomed,Great Britain,Russian Federation,309.50,Ko-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0034,HEYDAROV Hidayat,MENDIOLA IZQUIETA Jose Maria,HEYDAROV Hidayat,Spain,Azerbaijan,428.99,Harai-makikomi,Yuko,35
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0034,KARAPETYAN David,KARAPETYAN David,FALCONE Tiziano,Russian Federation,Italy,293.59,Tai-otoshi,Yuko,33
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0034,KARAPETYAN David,KARAPETYAN David,FALCONE Tiziano,Russian Federation,Italy,347.60,Hold-Trouser-Leg,Shido,113
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0034,BIFOV Idar,BIFOV Idar,BAATHE Karl,Russian Federation,Sweden,86.75,Hikikomi-gaeshi,Waza-ari,31
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0034,PUUMALAINEN Martti,BATCHAEV Denis,PUUMALAINEN Martti,Russian Federation,Finland,223.71,Ko-uchi-gari,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0034,PUUMALAINEN Martti,BATCHAEV Denis,PUUMALAINEN Martti,Russian Federation,Finland,295.75,Yoko-shiho-gatame,Yuko,25
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0034,PUUMALAINEN Martti,BATCHAEV Denis,PUUMALAINEN Martti,Russian Federation,Finland,295.75,Osaekomi,Yuko,124
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0035,ZHUANG Wenna,BEDER Tugce,ZHUANG Wenna,Türkiye,People's Republic of China,106.78,Tomoe-nage,Yuko,31
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0035,ZHUANG Wenna,BEDER Tugce,ZHUANG Wenna,Türkiye,People's Republic of China,220.80,O-soto-gari,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0035,ZHUANG Wenna,BEDER Tugce,ZHUANG Wenna,Türkiye,People's Republic of China,299.06,Cancel Yuko,Waza-ari-awasete-ippon,123
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0035,ZHUANG Wenna,BEDER Tugce,ZHUANG Wenna,Türkiye,People's Republic of China,299.06,O-uchi-gari,Waza-ari-awasete-ippon,29
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0035,GERASIMOVA Iuna,BEATON Evelyn,GERASIMOVA Iuna,Canada,Russian Federation,213.84,Cancel Waza-ari,Yuko,123
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0035,GERASIMOVA Iuna,BEATON Evelyn,GERASIMOVA Iuna,Canada,Russian Federation,213.84,Uchi-mata,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0035,GERASIMOVA Iuna,BEATON Evelyn,GERASIMOVA Iuna,Canada,Russian Federation,263.60,O-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0035,GERASIMOVA Iuna,BEATON Evelyn,GERASIMOVA Iuna,Canada,Russian Federation,448.03,Seoi-nage,Waza-ari,33
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0035,GERASIMOVA Iuna,BEATON Evelyn,GERASIMOVA Iuna,Canada,Russian Federation,496.59,Juji-gatame,Ippon,24
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0035,ZUEVA Irina,ZUEVA Irina,BUDAK Aysenur,Russian Federation,Türkiye,42.25,Cancel Waza-ari,Ippon,123
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0035,ZUEVA Irina,ZUEVA Irina,BUDAK Aysenur,Russian Federation,Türkiye,42.25,Seoi-nage,Ippon,33
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0035,TANIOKA Narumi,TANIOKA Narumi,KIM Jisu,Japan,Republic of Korea,244.09,O-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0035,TANIOKA Narumi,TANIOKA Narumi,KIM Jisu,Japan,Republic of Korea,312.29,Tani-otoshi,Yuko,35
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0035,TANIOKA Narumi,TANIOKA Narumi,KIM Jisu,Japan,Republic of Korea,540.00,Yoko-shiho-gatame,Yuko,25
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0035,TANIOKA Narumi,TANIOKA Narumi,KIM Jisu,Japan,Republic of Korea,540.00,Osaekomi,Yuko,124
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0035,KRAPU Emma,WU Hongtao,KRAPU Emma,People's Republic of China,Finland,116.72,Ko-uchi-gari,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0035,KRAPU Emma,WU Hongtao,KRAPU Emma,People's Republic of China,Finland,255.24,Yoko-shiho-gatame,Waza-ari-awasete-ippon,25
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0035,KRAPU Emma,WU Hongtao,KRAPU Emma,People's Republic of China,Finland,255.24,Osaekomi,Waza-ari-awasete-ippon,124
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0035,STARTSEVA Elis,STARTSEVA Elis,FONTAINE Lea,Russian Federation,France,135.01,Tate-shiho-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0035,STARTSEVA Elis,STARTSEVA Elis,FONTAINE Lea,Russian Federation,France,135.01,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0035,JEAN Enzo,JEAN Enzo,NAERT Olivier,France,Belgium,49.02,Hold-Trouser-Leg,Shido,113
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0035,JEAN Enzo,JEAN Enzo,NAERT Olivier,France,Belgium,72.68,Illegal-Grip-Breaking,Shido,111
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0035,JEAN Enzo,JEAN Enzo,NAERT Olivier,France,Belgium,180.26,Juji-gatame,Ippon,24
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0035,YONDONPERENLEI Baskhuu,YONDONPERENLEI Baskhuu,WANG Jiangfeng,Mongolia,People's Republic of China,123.31,Hold-Trouser-Leg,Shido,113
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0035,YONDONPERENLEI Baskhuu,YONDONPERENLEI Baskhuu,WANG Jiangfeng,Mongolia,People's Republic of China,294.03,Kuzure-kami-shiho-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0035,YONDONPERENLEI Baskhuu,YONDONPERENLEI Baskhuu,WANG Jiangfeng,Mongolia,People's Republic of China,294.03,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0035,LEMIRE Justin,LEMIRE Justin,ELBAZ Yehonatan,Canada,Israel,148.02,Tsuri-goshi,Ippon,30
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0035,HERKOVIC Nace,FUJIWARA Sotaro,HERKOVIC Nace,Japan,Slovenia,446.71,Sumi-gaeshi,Ippon,31
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0035,MURTOZOEV Nurbek,MURTOZOEV Nurbek,SIVAN Roy,Uzbekistan,Israel,338.03,O-uchi-gaeshi,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0035,SANGARIEV Adam,SANGARIEV Adam,FERREIRA Giovani,Russian Federation,Brazil,259.01,Hold-Trouser-Leg,Shido,113
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0035,SANGARIEV Adam,SANGARIEV Adam,FERREIRA Giovani,Russian Federation,Brazil,285.30,Cancel Waza-ari,Ippon,123
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0035,SANGARIEV Adam,SANGARIEV Adam,FERREIRA Giovani,Russian Federation,Brazil,285.30,Sumi-otoshi,Ippon,33
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0035,BASHAEV Tamerlan,BASHAEV Tamerlan,OTA Hyoga,Russian Federation,Japan,205.77,Seoi-nage,Ippon,33
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0036,KUSSAKBAYEVA Bakyt,ORAZNYYAZOVA Medine,KUSSAKBAYEVA Bakyt,Turkmenistan,Kazakhstan,26.26,Hold-Sleeve-Ends,Shido,111
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0036,KUSSAKBAYEVA Bakyt,ORAZNYYAZOVA Medine,KUSSAKBAYEVA Bakyt,Turkmenistan,Kazakhstan,273.76,Juji-gatame,Ippon,24
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0036,CARDOSO Kaillany,SOBIERAJSKA Katarzyna,CARDOSO Kaillany,Poland,Brazil,176.21,Seoi-nage,Yuko,33
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0036,CARDOSO Kaillany,SOBIERAJSKA Katarzyna,CARDOSO Kaillany,Poland,Brazil,297.21,Cancel Yuko,No score,123
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0036,ESPOSITO Martina,BOUSBAA DAB Nisrin,ESPOSITO Martina,Spain,Italy,127.48,Escape-With-Head,Shido,111
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0036,KANATBEK UULU Tugol,ALAOUI CHERIFI Ahmed,KANATBEK UULU Tugol,Morocco,Kyrgyzstan,82.75,Uchi-mata,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0036,KANATBEK UULU Tugol,ALAOUI CHERIFI Ahmed,KANATBEK UULU Tugol,Morocco,Kyrgyzstan,343.23,Ippon-seoi-nage,Waza-ari,33
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0036,PONGRACZ Bence,PONGRACZ Bence,MUCIK Hilmi,Hungary,Türkiye,308.09,Seoi-nage,Waza-ari,33
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0036,SKERLEV Victor,SKERLEV Victor,KUMAR Arun,Bulgaria,India,89.78,O-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0036,SKERLEV Victor,SKERLEV Victor,KUMAR Arun,Bulgaria,India,214.30,Yoko-shiho-gatame,No score,25
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0036,SKERLEV Victor,SKERLEV Victor,KUMAR Arun,Bulgaria,India,214.30,Osaekomi,No score,124
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0036,SKERLEV Victor,SKERLEV Victor,KUMAR Arun,Bulgaria,India,299.47,O-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0036,PARLATI Manuel,ZHUBANAZAR Abylaikhan,PARLATI Manuel,Kazakhstan,Italy,25.26,Sumi-gaeshi,Waza-ari,31
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0036,PARLATI Manuel,ZHUBANAZAR Abylaikhan,PARLATI Manuel,Kazakhstan,Italy,119.75,Ko-soto-gari,Waza-ari-awasete-ippon,29
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0036,NERPEL Gergely,KHALIL Ammar,NERPEL Gergely,Egypt,Hungary,59.00,Hold-Trouser-Leg,Shido,113
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0036,NERPEL Gergely,KHALIL Ammar,NERPEL Gergely,Egypt,Hungary,221.00,Ko-soto-gake,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0036,NERPEL Gergely,KHALIL Ammar,NERPEL Gergely,Egypt,Hungary,281.97,O-uchi-gari,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0036,NERPEL Gergely,KHALIL Ammar,NERPEL Gergely,Egypt,Hungary,327.95,Harai-goshi-gaeshi,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0036,NERPEL Gergely,KHALIL Ammar,NERPEL Gergely,Egypt,Hungary,369.20,Seoi-nage,Yuko,33
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0037,LEIVA SANCHEZ Ayumi,LEIVA SANCHEZ Ayumi,BAYANMUNKH Uranzaya,Spain,Mongolia,200.97,O-soto-gaeshi,Ippon,29
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0037,FAWAZ Martha,FAWAZ Martha,KIM Hyon A,France,Democratic People's Republic of Korea,77.47,Defensive-Posture,Shido,112
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0037,FAWAZ Martha,FAWAZ Martha,KIM Hyon A,France,Democratic People's Republic of Korea,97.93,Tai-otoshi,Yuko,33
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0037,POHL Dena,FOHOUO April Lynn,POHL Dena,Switzerland,Germany,111.05,Outside-Contest-Area,Shido,112
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0037,POHL Dena,FOHOUO April Lynn,POHL Dena,Switzerland,Germany,333.25,Outside-Contest-Area,Shido,112
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0037,POHL Dena,FOHOUO April Lynn,POHL Dena,Switzerland,Germany,458.32,Uchi-mata-gaeshi,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0037,FREITAS Beatriz,FREITAS Beatriz,DENGG Elena,Brazil,Austria,139.04,Koshi-guruma,Waza-ari,30
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0037,FREITAS Beatriz,FREITAS Beatriz,DENGG Elena,Brazil,Austria,152.04,Kesa-gatame,Waza-ari-awasete-ippon,25
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0037,FREITAS Beatriz,FREITAS Beatriz,DENGG Elena,Brazil,Austria,152.04,Osaekomi,Waza-ari-awasete-ippon,124
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0037,TUVSHINTUR Tumenjargal,ASHPIZ Izhak,TUVSHINTUR Tumenjargal,Israel,Mongolia,33.05,Ko-soto-gari,Ippon,29
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0037,WONG Ka Ki,SAHA Luukas,WONG Ka Ki,Finland,"Hong Kong, China",29.26,Fusen-Gachi,Ippon,121
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0037,IHANAMAKI Eetu,IHANAMAKI Eetu,GOCHILAIDZE Dimitri,Finland,Georgia,50.49,Defensive-Posture,Shido,112
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0037,IHANAMAKI Eetu,IHANAMAKI Eetu,GOCHILAIDZE Dimitri,Finland,Georgia,75.52,Yoko-otoshi,Yuko,35
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0037,IHANAMAKI Eetu,IHANAMAKI Eetu,GOCHILAIDZE Dimitri,Finland,Georgia,154.00,De-ashi-harai,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0037,IHANAMAKI Eetu,IHANAMAKI Eetu,GOCHILAIDZE Dimitri,Finland,Georgia,379.72,Yoko-gake,Yuko,35
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0037,SCHIMIDT Guilherme,SCHIMIDT Guilherme,TRIPPEL Eduard,Brazil,Germany,30.55,Sode-tsurikomi-goshi,Yuko,30
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0037,SCHIMIDT Guilherme,SCHIMIDT Guilherme,TRIPPEL Eduard,Brazil,Germany,310.06,Tani-otoshi,Yuko,35
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0037,SCHIMIDT Guilherme,SCHIMIDT Guilherme,TRIPPEL Eduard,Brazil,Germany,570.98,O-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0038,KEEN Tatum,KEEN Tatum,XU Aoyu,Great Britain,People's Republic of China,183.26,Seoi-nage,Yuko,33
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0038,GARCIA MARTIN Marta,GARCIA MARTIN Marta,CARNA Giulia,Spain,Italy,7.48,Fusen-Gachi,Ippon,121
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0038,LISHCHENKO Tamara,LISHCHENKO Tamara,TCHANTURIA Mariam,Russian Federation,Georgia,149.71,O-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0038,LISHCHENKO Tamara,LISHCHENKO Tamara,TCHANTURIA Mariam,Russian Federation,Georgia,257.29,O-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0038,KIM Juyun,AILTGUIBAATAR Dulamsuren,KIM Juyun,Mongolia,Republic of Korea,83.01,Defensive-Posture,Shido,112
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0038,KUCHKAROV Samariddin,KUCHKAROV Samariddin,JIN Feng,Uzbekistan,People's Republic of China,400.73,Hikikomi-gaeshi,Waza-ari,31
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0038,RAY Kelvin,RAY Kelvin,ERDENETSOGT Bilegt,France,United States of America,81.95,Seoi-nage,Yuko,33
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0038,ABDURAKHMANOV Bakhitzhan,ABDURAKHMANOV Bakhitzhan,KARIMOV Chusniddin,Kazakhstan,Czechia,343.00,Yoko-shiho-gatame,No score,25
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0038,ABDURAKHMANOV Bakhitzhan,ABDURAKHMANOV Bakhitzhan,KARIMOV Chusniddin,Kazakhstan,Czechia,343.00,Osaekomi,No score,124
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0038,ABDURAKHMANOV Bakhitzhan,ABDURAKHMANOV Bakhitzhan,KARIMOV Chusniddin,Kazakhstan,Czechia,630.20,Uki-otoshi,Yuko,33
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0038,SHABIKHANOV Saikhan,SHABIKHANOV Saikhan,PANG Zheyuan,Russian Federation,People's Republic of China,40.04,Tsuri-goshi,Yuko,30
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0038,SHABIKHANOV Saikhan,SHABIKHANOV Saikhan,PANG Zheyuan,Russian Federation,People's Republic of China,52.28,Tate-shiho-gatame,Yuko,25
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0038,SHABIKHANOV Saikhan,SHABIKHANOV Saikhan,PANG Zheyuan,Russian Federation,People's Republic of China,52.28,Osaekomi,Yuko,124
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0038,SHABIKHANOV Saikhan,SHABIKHANOV Saikhan,PANG Zheyuan,Russian Federation,People's Republic of China,56.06,Juji-gatame,Ippon,24
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0038,ARAPOV Aidar,ARAPOV Aidar,SCHARFETTER Thomas,Kazakhstan,Austria,78.32,Sasae-tsurikomi-ashi,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0039,BALLHAUS Seija,BALLHAUS Seija,MATIKAINEN Pihla,Germany,Finland,224.75,Cancel Yuko,No score,123
